tweet,is_retweet,retweeted,mentioned,hashtags,clean_tweet
"RT @melaniejoly: Spoke with @MBA_AlThani_, Qatar’s Foreign Minister, and expressed Canada’s thanks for Qatar’s assistance in the Afghanista…",True,['@melaniejoly'],['@MBA_AlThani_'],[], spoke qatar foreign minist express canada thank qatar assist afghanista 
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",True,['@JackPosobiec'],[],[], appar biden unawar talk go week pari germani franc russia ukrain
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours,True,['@spaceeong'],[],[], drop chief keef russia ukrain border shit would handl hour
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",True,['@JackPosobiec'],[],[], appar biden unawar talk go week pari germani franc russia ukrain
"RT @RpsAgainstTrump: Isn’t a bit strange that they claim to be all about “American first”, yet they side with our adversary Russia against…",True,['@RpsAgainstTrump'],[],[], bit strang claim american first yet side adversari russia 
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",True,['@JackPosobiec'],[],[], appar biden unawar talk go week pari germani franc russia ukrain
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…,True,['@emilyhorne46'],[],[], true presid biden said distinct possibl russian could invad ukrain feb 
"RT @StateDept: .@SecBlinken: We’re open to dialogue, we prefer diplomacy, and we’re prepared to move forward where there is the possibility…",True,['@StateDept'],['@SecBlinken'],[], open dialogu prefer diplomaci prepar move forward possibl 
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…,True,['@emilyhorne46'],[],[], true presid biden said distinct possibl russian could invad ukrain feb 
"RT @RBReich: House Dems are fast-tracking a massive defense spending bill for Ukraine as tensions with Russia escalate, leaving no opportun…",True,['@RBReich'],[],[], hous dem fast track massiv defens spend bill ukrain tension russia escal leav opportun 
RT @mschlapp: Joe Biden wants to send American troops to assist in the defense of Ukraine's border while his administration is helping thou…,True,['@mschlapp'],[],[], joe biden want send american troop assist defens ukrain border administr help thou 
"RT @ScottAdamsSays: Tucker Carlson is effectively our Commander in Chief when it comes to slow-motion war decisions. If he says no, there w…",True,['@ScottAdamsSays'],[],[], tucker carlson effect command chief come slow motion war decis say w 
Ms. Polonia sends spare bikinis to Ukraine for the winter months knowing that it is the only way to achieve world p… https://t.co/6yBb7RgxOm,False,[],[],[],ms polonia send spare bikini ukrain winter month know way achiev world p 
"So many people believing the propaganda Moscow has been dripping for years now. 

Even if Ukraine had been trying t… https://t.co/eQQK98VAMJ",False,[],[],[],mani peopl believ propaganda moscow drip year even ukrain tri 
"White House EXPOSED, Ukraine Says Biden is Lying about Russian Invasion!

https://t.co/P5VkLMH4zM",False,[],[],[],white hous expos ukrain say biden lie russian invas 
"RT @CBSNews: Russia is continuing to build up a military presence along the border of Ukraine and as they conduct training exercises, the U…",True,['@CBSNews'],[],[], russia continu build militari presenc along border ukrain conduct train exercis u 
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours,True,['@spaceeong'],[],[], drop chief keef russia ukrain border shit would handl hour
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…,True,['@emilyhorne46'],[],[], true presid biden said distinct possibl russian could invad ukrain feb 
"RT @lindyli: Russian state TV is using Tucker Carlson clips to attack our country, Biden, NATO &amp; Ukraine

Rupert Murdoch isn’t even hiding…",True,['@lindyli'],[],[], russian state tv use tucker carlson clip attack countri biden nato amp ukrain rupert murdoch even hide 
"RT @OliverVarhelyi: Continuing my visit in Kyiv today, I paid tribute at the Memorial Wall of those who died fighting defending Ukraine. ht…",True,['@OliverVarhelyi'],[],[], continu visit kyiv today paid tribut memori wall die fight defend ukrain ht 
"RT @bueti: Finally, there is a formal acknowledgement of what should have been clear long ago: If Russia attacks Ukraine anew, #NordStream2…",True,['@bueti'],[],['#NordStream2'], final formal acknowledg clear long ago russia attack ukrain anew nordstream 
"RT @abgutman: I wrote about my great Uncle, Mishka, who was robbed from me by the Nazis — most likely in a horrific massacre that you've ne…",True,['@abgutman'],[],[], wrote great uncl mishka rob nazi — like horrif massacr ne 
THAT BEING SAID UKRAINE NEEDS TO ROOT OUT CORRUPTION AND DO BETTER FOR ITS PEOPLE AS WELL !! DOING BETTER THAN PUTI… https://t.co/VLArvxqm5E,False,[],[],[],said ukrain need root corrupt better peopl well better puti 
"RT @Resister2022: Tucker Carlson: “Why is it disloyal to side with Russia but loyal to side with Ukraine…. kinda strange.”

Stephen Colbert…",True,['@Resister2022'],[],[], tucker carlson disloy side russia loyal side ukrain kinda strang stephen colbert 
Biden calls Ukraine's President Zelensky to warn him to 'prepare for impact' and that Russian forces could 'SACK Ki… https://t.co/up4JvYWQ8x,False,[],[],[],biden call ukrain presid zelenski warn prepar impact russian forc could sack ki 
"RT @StateDept: .@DeputySecState: It bears repeating, that it was Russia that invaded Ukraine in 2014 and occupies Crimea to this day. It is…",True,['@StateDept'],['@DeputySecState'],[], bear repeat russia invad ukrain  occupi crimea day 
"RT @tomiahonen: Ukraine Thread 10/

This was seven years ago. Vladimir Putin stole land, the size of Massachussetts, from Ukraine. He then…",True,['@tomiahonen'],[],[], ukrain thread  seven year ago vladimir putin stole land size massachussett ukrain 
"RT @SkyNews: Russia looks like it could be preparing for military action against Ukraine.

If it were to happen, this is what war between t…",True,['@SkyNews'],[],[], russia look like could prepar militari action ukrain happen war 
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…,True,['@emilyhorne46'],[],[], true presid biden said distinct possibl russian could invad ukrain feb 
"unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",False,[],[],[],unawar talk go week pari germani franc russia ukrain
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours,True,['@spaceeong'],[],[], drop chief keef russia ukrain border shit would handl hour
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",True,['@JackPosobiec'],[],[], appar biden unawar talk go week pari germani franc russia ukrain
RT @mschlapp: Joe Biden wants to send American troops to assist in the defense of Ukraine's border while his administration is helping thou…,True,['@mschlapp'],[],[], joe biden want send american troop assist defens ukrain border administr help thou 
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",True,['@JackPosobiec'],[],[], appar biden unawar talk go week pari germani franc russia ukrain
"RT @jmbenson1491: My 4am rant! What's the govt doing sending mass single adult male immigrants into this country? No border integrity, yet…",True,['@jmbenson1491'],[],[], rant govt send mass singl adult male immigr countri border integr yet 
RT @SnellArthur: People trying to get their heads around the Russian ruling elite’s attitude to Ukraine might want to consider the British…,True,['@SnellArthur'],[],[], peopl tri get head around russian rule elit attitud ukrain might want consid british 
RT @TheZaiduLeaks: Dear Ukraine don’t worry we Pakistanis are with you. Since we’ve experience in war here are few tips when you’ll go for…,True,['@TheZaiduLeaks'],[],[], dear ukrain worri pakistani sinc experi war tip go 
"RT @mhmck: The only way Russia could guarantee its security is to de-occupy Moldova, Georgia and Ukraine. But the Putin regime wants perman…",True,['@mhmck'],[],[], way russia could guarante secur de occupi moldova georgia ukrain putin regim want perman 
RT @ZelenskyyUa: Had a long phone conversation with @POTUS. Discussed recent diplomatic efforts on de-escalation and agreed on joint action…,True,['@ZelenskyyUa'],['@POTUS'],[], long phone convers discuss recent diplomat effort de escal agre joint action 
@montaguethecat @mattjcan Yes really. Why are armies getting together on the Ukraine border? *cough* Russian gas in… https://t.co/qLq6IQIQgu,False,[],"['@montaguethecat', '@mattjcan']",[], ye realli armi get togeth ukrain border cough russian ga 
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",True,['@JackPosobiec'],[],[], appar biden unawar talk go week pari germani franc russia ukrain
RT @woye1: Nigerians in Ukraine should go and register at our Embassy now. So that they can plan for evacuation ooo,True,['@woye1'],[],[], nigerian ukrain go regist embassi plan evacu ooo
"RT @ericgarland: If Russia sacks Ukraine, aren't Russian Mob bosses like Semion Mogilevich, Dmitro Firtash, and Ihor Kolomoisky going to lo…",True,['@ericgarland'],[],[], russia sack ukrain russian mob boss like semion mogilevich dmitro firtash ihor kolomoiski go lo 
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours,True,['@spaceeong'],[],[], drop chief keef russia ukrain border shit would handl hour
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",True,['@JackPosobiec'],[],[], appar biden unawar talk go week pari germani franc russia ukrain
@CTVNews Shudnt he be concerned with war breaking out? Or is he going to let Ukraine be over run by the Russians like they did in Crimea?,False,[],['@CTVNews'],[], shudnt concern war break go let ukrain run russian like crimea 
RT @AmichaiStein1: .NSC spox @emilyhorne46 says US president Biden told Ukraine's Zelenskiy there’s 'a distinct' possibility that the Russi…,True,['@AmichaiStein1'],['@emilyhorne46'],[], nsc spox say us presid biden told ukrain zelenskiy distinct possibl russi 
RT @SlawomirDebski: Turkey's Erdogan says Russia would be unwise to invade Ukraine and Turkey would do what is necessary as a NATO member.…,True,['@SlawomirDebski'],[],[], turkey erdogan say russia would unwis invad ukrain turkey would necessari nato member 
@turasatana1 @zVitalityG followeed u GUYS  I NEED EVERYONES HELP! GOING LIVE &amp; I NEED 10PPL #AffiliateMarketing… https://t.co/lahK3XVmDi,False,[],"['@turasatana1', '@zVitalityG']",['#AffiliateMarketing'], followe u guy need everyon help go live amp need ppl affiliatemarket 
"#RussiaUkraine laughing at the US as we worry about mask, no mask.  They know it would be easy to invade the US via… https://t.co/9m9I9T3dGc",False,[],[],['#RussiaUkraine'], russiaukrain laugh us worri mask mask know would easi invad us via 
"“A war in Ukraine could have global consequences “

You think?

https://t.co/B4wwRENqjU",False,[],[],[], war ukrain could global consequ think 
There’s a zero percent chance that 61% of Americans can correctly identify Ukraine on a map so you could say I’m a… https://t.co/buHalP6SrS,False,[],[],[],zero percent chanc  american correctli identifi ukrain map could say 
RT @RitaKonaev: I work on military technology and I swear if I read another article counting the number of Javelins arriving in Ukraine my…,True,['@RitaKonaev'],[],[], work militari technolog swear read anoth articl count number javelin arriv ukrain 
RT @Russian_Starr: PLEASE follow UKRAINIANS for news on Ukraine: @olgatokariuk @olya_rudenko @IAPonomarenko @olex_scherba @NikaMelkozerova…,True,['@Russian_Starr'],"['@olgatokariuk', '@olya_rudenko', '@IAPonomarenko', '@olex_scherba', '@NikaMelkozerova']",[], pleas follow ukrainian news ukrain 
RT @TeaPainUSA: Republicans are siding’ with Putin over Ukraine to prepare their base to attack our own democracy.,True,['@TeaPainUSA'],[],[], republican side putin ukrain prepar base attack democraci 
@GeorgeWill Ukraine's relationship with democracy is very recent.  They have experienced decades of instability and… https://t.co/h2APoUTjLv,False,[],['@GeorgeWill'],[], ukrain relationship democraci recent experienc decad instabl 
"RT @OlgaNYC1211: Warned this was going to go past the borders of Ukraine.
Russia is now “demanding” the withdrawals of all foreign forces f…",True,['@OlgaNYC1211'],[],[], warn go go past border ukrain russia demand withdraw foreign forc f 
